タイトル,巻数,著者・編者,出版年,出版機関・出版社
尾張大國霊神社尾張国府跡緊急発掘調査報告書,,イビソク名古屋支店,20130430,稲沢市
船橋市場遺跡発掘調査報告書,,稲沢市内遺跡発掘調査委員会,20140327,稲沢市
尾張国分寺の発掘調査,,浅野 清,,稲沢市
第1次尾張国衙遺跡発掘調査報告,,発掘調査委員会,,稲沢市
増田町埋蔵文化財試掘調査報告書,,増田町埋蔵文化財発掘調査団,19870331,稲沢市
東畑廃寺跡平成6年度発掘調査概要,,稲島町教育委員会,19940000,稲沢市
高町畑遺跡発掘調査報告書,,高町畑遺跡発掘調査団,19900300,稲沢市
十三塚第3号墳・熊野第1号墳,,犬山市教育委員会,19720300,犬山市
上野第5号墳,,犬山市教育委員会,19730000,犬山市
上野第6号墳・岩神古墳・坂下第1号墳,,犬山市教育委員会,19780000,犬山市
丸の内遺跡,図版編,犬山市教育委員会,19880000,犬山市
青塚古墳発掘調査報告書,,犬山市教育委員会,20010330,犬山市
史跡東之宮古墳調査報告書,,犬山市教育委員会,20050330,犬山市
史跡東之宮古墳,,犬山市教育委員会,20060330,犬山市
史跡東之宮古墳,,犬山市教育委員会,20070329,犬山市
史跡東之宮古墳,,犬山市教育委員会,20080328,犬山市
史跡東之宮古墳,,犬山市教育委員会,20090327,犬山市
犬山城範囲確認調査,,犬山市教育委員会,20100326,犬山市
犬山城範囲確認調査,,犬山市教育委員会,20110328,犬山市
史跡東之宮古墳,,犬山市教育委員会,20120328,犬山市
犬山城範囲確認調査,,犬山市教育委員会,20120328,犬山市
羽黒城跡,,犬山市教育委員会,20130327,犬山市
史跡東之宮古墳,,犬山市教育委員会,20140328,犬山市
上野古墳群,,高木 志朗,,犬山市
青塚古墳について,,平松 久和,19680000,犬山市
大山寺柿経,,岩倉市教育委員会,19760101,岩倉市
岩倉市国衙遺跡試掘調査概要報告書,,岩倉市国衙遺跡試掘調査委員会,19791000,岩倉市
御土井廃寺・西出古墳,,岩倉市教育委員会,19830300,岩倉市
大地遺跡発掘調査概報,,,19890000,岩倉市
下田南遺跡発掘調査報告書,,"岩倉市教育委員会生涯学習課, アーキジオ中日本支店",20230321,岩倉市
向江遺跡,,大口町教育委員会,19800331,大口町
下林遺跡,,大口町教育委員会,19810331,大口町
仁所野遺跡,,大口町教育委員会,19830331,大口町
小口城跡,,大口町教育委員会,20050300,大口町
下島前遺跡,,大口町教育委員会,20070300,大口町
大口町内遺跡発掘調査報告書,,イビソク,20100319,大口町
小口城跡範囲確認発掘調査報告書,,大口町教育委員会,20120331,大口町
海陸庵古窯址群・神明古窯址群,,大府市教育委員会,19960331,大府市
円通寺経塚,,大府市教育委員会,19970331,大府市
ガンジ山A古窯跡群,,大府市教育委員会,20000331,大府市
深廻間A古窯跡群,,大府市教育委員会,20041201,大府市
羽根山古窯跡群,,大府市教育委員会,20100331,大府市
深廻間B古窯跡群,,大府市教育委員会,20060000,大府市
砂原古窯跡,,大府市教育委員会,20070330,大府市
深廻間C古窯跡群,,大府市教育委員会,20080331,大府市
瀬戸B古窯跡群・奥谷古窯跡,,大府市教育委員会,20090331,大府市
瀬戸C古窯群・久分古窯群,,大府市教育委員会,20140331,大府市
市内遺跡調査報告書,,大府市教育委員会,20170331,大府市
立合池西A古窯跡群・立合池西B古窯跡群,,大府市教育委員会,20110331,大府市
吉田第1号窯発掘調査報告書,,大府町教育委員会,19690300,大府市
惣作遺跡,,加藤 岩蔵,19720701,大府市
吉田第2号窯発掘調査報告書,,大府市教育委員会,19750331,大府市
愛知県大府市野々宮古窯発掘調査報告,,大府市教育委員会,19750901,大府市
ハンヤ古窯発掘調査報告,,大府市教育委員会,19791130,大府市
子安神社遺跡,,大府市教育委員会,19840325,大府市
長草立根古窯跡群,,大府市教育委員会,19920300,大府市
大府市遺跡等分布図,,大府市教育委員会 ,20120300,大府市
鴨池東古窯,,ナカシャクリエイテブ,20150531,大府市
川池西古窯,,二友組,20171225,大府市
上入道古窯,,アコード名古屋営業所,20180801,大府市
桟敷貝塚,,ナカシャクリエイテブ,20200331,大府市
石丸遺跡,1,アコード名古屋営業所,20220715,大府市
小針遺跡,,岡崎市教育委員会,19990326,岡崎市
真宮遺跡,,岡崎市教育委員会,20010323,岡崎市
高木・神明遺跡,,岡崎市教育委員会,20031128,岡崎市
生平遺跡,,岡崎市教育委員会,20040930,岡崎市
正万遺跡,,岡崎市教育委員会,20060324,岡崎市
村上遺跡,,岡崎市教育委員会,20060324,岡崎市
前田遺跡,,岡崎市教育委員会,20080331,岡崎市
市内遺跡発掘調査報告書,1,岡崎市教育委員会社会教育課文化財保存管理班,20120323,岡崎市
真宮遺跡,2,岡崎市教育委員会社会教育課文化財保存管理班,20120323,岡崎市
岡崎市岩津町於御所遺跡,第1次調査,岡崎市教育委員会,19720000,岡崎市
岡崎市岩津町於御所遺跡,第2次調査,岡崎市教育委員会,19740000,岡崎市
真宮遺跡調査概報,1,真宮遺跡調査会,19750301,岡崎市
真宮遺跡調査概報,2,真宮遺跡調査会,19750000,岡崎市
真宮遺跡調査概報,3,真宮遺跡調査会,19780300,岡崎市
真宮遺跡調査概報,4,真宮遺跡調査会,19790300,岡崎市
真宮遺跡調査概報,5,真宮遺跡調査会,19800301,岡崎市
真宮遺跡調査概報,6,真宮遺跡調査会,19810331,岡崎市
真宮遺跡調査概報,7,真宮遺跡調査会,19830331,岡崎市
古村積神社古墳発掘調査報告書,1,岡崎市教育委員会,19930331,岡崎市
古村積神社古墳発掘調査報告書,2,岡崎市教育委員会,19950331,岡崎市
岡崎市史研究,2,岡崎市教育委員会,19800229,岡崎市
岡崎市史研究,8,岡崎市教育委員会,19860325,岡崎市
岡崎市史研究,22,岡崎市教育委員会,20001124,岡崎市
岡崎市史研究,25,岡崎市教育委員会,20040326,岡崎市
岡崎市史研究,27,岡崎市教育委員会,20060331,岡崎市
岡崎市史研究,30,岡崎市教育委員会,20100331,岡崎市
岡崎城跡,1,岡崎市教育委員会社会教育課文化財保存管理班,20110331,岡崎市
岡崎城跡,2,岡崎市教育委員会社会教育課文化財班,20120928,岡崎市
岡崎城跡,3,岡崎市教育委員会社会教育課文化財班,20160325,岡崎市
岡崎城跡,4,岡崎市教育委員会社会教育課文化財班,20170328,岡崎市
宇頭古墳群,,岡崎文化財研究会,19610700,岡崎市
岩津古墳群,,岡崎市教育委員会,19640300,岡崎市
味噌粕岩遺跡調査概報,,岡崎市文化財研究会,19661231,岡崎市
味噌粕岩遺跡調査報告,第2次,岡崎市教育委員会,19670000,岡崎市
坂戸遺跡,,岡崎市教育委員会,19750300,岡崎市
窪地古墳・鳥ケ根古墳,,岡崎市教育委員会,19760300,岡崎市
高隆寺内発見の中世墓跡,,岡崎市教育委員会,19780200,岡崎市
史跡北野廃寺跡環境整備事業報告書,,岡崎市教育委員会,19790300,岡崎市
経ケ峰1号墳,,岡崎市教育委員会,19810331,岡崎市
岡崎城二の丸跡,,岡崎市教育委員会,19820331,岡崎市
真福寺東谷遺跡,,岡崎市教育委員会,19820331,岡崎市
岡崎北部遺跡群,,岡崎北部遺跡調査会,19840300,岡崎市
東郷遺跡,,大橋 勤,19850300,岡崎市
矢作川河床遺跡,1,岡崎市教育委員会,19880300,岡崎市
岩津城跡測量調査報告書,,岡崎市教育委員会,19890300,岡崎市
太夫塚古墳範囲確認調査報告書,,岡崎市教育委員会,19910331,岡崎市
北野廃寺,,岡崎市教育委員会,19910331,岡崎市
ハサマ遺跡発掘調査報告書,,岡崎市教育委員会,19940331,岡崎市
岡崎市遺跡地図,,岡崎市教育委員会,19960300,岡崎市
小針遺跡,,岡崎市教育委員会,19970300,岡崎市
外山古墳群発掘調査概報,,岡崎市教育委員会,20000331,岡崎市
岡崎城跡菅生曲輪発掘調査概報,,岡崎市教育委員会,20030228,岡崎市
坂戸遺跡発掘調査概報,,岡崎市教育委員会,20090300,岡崎市
岡崎市東部地域遺跡詳細分布調査報告書,,"岡崎市教育委員会, 国際文化財西日本支店",20100331,岡崎市
丸山城跡,,岡崎市教育委員会社会教育課文化財班,20130322,岡崎市
一ノ坪遺跡・安藤屋敷跡,,岡崎市教育委員会社会教育課文化財班,20140325,岡崎市
長坂遺跡,,尾張旭市教育委員会,19740000,尾張旭市
印場大塚古墳,,尾張旭市教育委員会,19770300,尾張旭市
尾張旭市の古窯,,尾張旭市教育委員会 ,19780331,尾張旭市
瀬戸川城址調査概報,,尾張旭瀬戸川土地区画整理組合,19780300,尾張旭市
尾張旭市井田城址調査報告書,,,19790100,尾張旭市
長坂古墳群,,尾張旭市教育委員会,19830300,尾張旭市
潮干塚と盈涸の甕,,尾張旭市教育委員会,19840200,尾張旭市
尾張旭の城館址,,尾張旭市教育委員会,19850300,尾張旭市
濁池東古窯調査概報,,尾張旭市教育委員会,19860000,尾張旭市
狩宿城跡調査概報,,尾張旭市,19880000,尾張旭市
印場条里遺構発掘調査報告書,,尾張旭印場特定土地区画整理組合,19890000,尾張旭市
長坂古墳群,,東名サービス ,19890000,尾張旭市
尾張旭市旭ケ丘古窯址,,"アイジー開発協同組合, 尾張旭市教育委員会",19890927,尾張旭市
「白山」調査報告書,,東海古文化研究所,19900000,尾張旭市
濁池東古窯址,,尾張旭市教育委員会,19900000,尾張旭市
渋川城館址,,尾張旭市教育委員会,19910000,尾張旭市
狩宿城跡,,尾張旭市教育委員会,19930300,尾張旭市
渋川城館跡・渋川遺跡,,尾張旭市教育委員会,19940300,尾張旭市
長坂遺跡,,尾張旭市教育委員会,19981222,尾張旭市
卓ヶ洞2号・3号・4号窯跡発掘調査報告書,,瀬戸市文化振興財団,20160331,尾張旭市
高蔵寺ニュータウン建設関係遺跡調査,,春日井市教育委員会,19650900,春日井市
潮見坂第4号窯・親王塚古墳 ・廻間第1号墳,,春日井市教育委員会,19700000,春日井市
高蔵寺2号墳 ; 高蔵寺3号墳 ; 高蔵寺5号墳 ; 明知1号墳,,春日井市教育委員会,19740331,春日井市
高蔵寺第4号墳 ; 廻間第7号墳 ; 桃山第1・2・3・4号窯 ; 内津第1号窯,,春日井市教育委員会,19810000,春日井市
神屋第1号窯,,春日井市教育委員会,19840800,春日井市
春日井市埋蔵文化財発掘調査概報,,春日井市教育委員会,19940331,春日井市
味美二子山古墳,,春日井市教育委員会,20040331,春日井市
下原古窯跡群,,春日井市教育委員会,20060331,春日井市
白山神社古墳,,春日井市教育委員会,20130329,春日井市
高御堂古墳,,春日井市教育委員会,20140328,春日井市
篠木第2号墳,,春日井市教育委員会,20160331,春日井市
西山遺跡,,春日井市教育委員会,20170331,春日井市
高座山第1号墳,,春日井市教育委員会,20190331,春日井市
神領第1号墳,,春日井市教育委員会,20200331,春日井市
神領第2号墳,,春日井市教育委員会,20220331,春日井市
尾張勝川廃寺範囲確認調査概報,第1次,春日井市教育委員会,19810331,春日井市
尾張勝川廃寺範囲確認調査概報,第2次,春日井市教育委員会,19820331,春日井市
尾張勝川廃寺範囲確認調査概報,第3次,春日井市教育委員会,19830300,春日井市
尾張勝川廃寺範囲確認調査概報　,第4次,春日井市教育委員会,19840320,春日井市
南気噴遺跡群発掘調査概報,平成4年度,春日井市教育委員会,19930300,春日井市
南気噴遺跡群発掘調査概報,平成5年度,春日井市教育委員会,19940300,春日井市
南気噴遺跡発掘調査概要報告書,平成6年度,春日井市教育委員会,19950131,春日井市
堀ノ内遺跡発掘調査概要報告書,平成7年度,春日井市教育委員会,19950331,春日井市
堀ノ内遺跡発掘調査報告書,,春日井市教育委員会,19960000,春日井市
堀ノ内遺跡発掘調査概要報告書,,春日井市教育委員会,20000331,春日井市
松河戸遺跡,,春日井市教育委員会,20000300,春日井市
神領遺跡発掘調査概要報告書,平成8年度,春日井市教育委員会,19970331,春日井市
神領遺跡発掘調査概要報告書,平成9年度,春日井市教育委員会,19980331,春日井市
神領遺跡発掘調査概要報告書,平成10年度,春日井市教育委員会,19990331,春日井市
神領遺跡発掘調査概要報告書,平成12年度,春日井市教育委員会,20010331,春日井市
神領遺跡発掘調査概要報告書,平成13年度,春日井市教育委員会,20020329,春日井市
大留遺跡六反田地区発掘調査概要報告書,,春日井市教育委員会,20010331,春日井市
大留遺跡(井高上・六反田地区)発掘調査概要報告書,,春日井市遺跡調査会,20020329,春日井市
国庫補助事業に伴う試掘・確認調査概要報告書,平成14年度,春日井市教育委員会,20030300,春日井市
国庫補助事業に伴う試掘・確認調査概要報告書,平成15年度,春日井市教育委員会,20040331,春日井市
